CampaignID,StartDate,EndDate,Channel,Impressions,Clicks,Leads,Conversions,Cost_USD,Revenue_USD,ROI,Conversion_Rate
CAMP02328,2025-04-25,2025-05-03,Email,243470,21871,4059,1393,1245.58,1419.04,13.926042486231319,6.369164647249782
CAMP02329,2025-04-14,2025-04-21,Influencer,112549,10886,1551,363,2668.04,4438.76,66.36782057240522,3.334558148080103
CAMP02330,2025-04-28,2025-05-07,Email,135120,11807,3935,1189,1367.18,2086.39,52.60536286370484,10.07029728127382
CAMP02331,2025-01-05,2025-01-12,Influencer,70658,4030,1937,440,4964.57,11476.65,131.1710782605543,10.918114143920596
CAMP02332,2025-12-26,2026-01-08,Influencer,55108,3079,1055,530,3629.32,3907.06,7.652673228042713,17.213380967846703
CAMP02333,2025-09-05,2025-09-12,Display,157552,4636,1867,508,2226.48,6030.87,170.87016276813625,10.95772217428818
CAMP02334,2025-12-30,2026-01-05,Email,14443,914,446,103,4523.43,13220.71,192.27179374943347,11.269146608315099
CAMP02335,2025-11-17,2025-11-26,Search,137062,13123,2116,562,807.79,1189.48,47.25114200472896,4.282557342071173
CAMP02336,2025-05-01,2025-05-11,Influencer,258685,4463,1267,444,1510.73,4236.0,180.39424649010743,9.948465157965494
CAMP02337,2025-10-13,2025-10-18,Influencer,257585,20019,6661,2457,4784.07,13455.14,181.2488111586996,12.273340326689645
CAMP02338,2025-05-29,2025-06-13,Social,296241,26145,5983,3347,2829.16,6373.37,125.27428636061589,12.80168292216485
CAMP02339,2025-03-25,2025-04-04,Display,206317,20384,7037,2194,4611.25,9286.95,101.39766874491734,10.763343799058084
CAMP02340,2025-08-19,2025-09-02,Search,248968,9990,3491,1700,4922.62,12549.64,154.93822395391072,17.017017017017018
CAMP02341,2025-10-15,2025-10-22,Influencer,93015,3906,1706,951,1865.11,3797.5,103.60729393976764,24.347158218125962
CAMP02342,2025-06-10,2025-06-18,Social,264941,8128,3519,1909,2924.78,7278.42,148.85358898788965,23.486712598425196
CAMP02343,2025-09-29,2025-10-09,Email,229086,18559,2913,814,4248.8,5037.33,18.5588872152137,4.3860121773802465
CAMP02344,2025-02-07,2025-02-19,Influencer,228687,5169,866,270,1436.43,2255.75,57.038630493654395,5.22344747533372
CAMP02345,2025-08-14,2025-08-27,Social,166838,5689,1074,238,2289.1,4094.45,78.86724040015727,4.183512040780454
CAMP02346,2025-05-22,2025-06-01,Email,155859,5700,1165,458,851.27,1200.38,41.010490208746944,8.035087719298245
CAMP02347,2025-10-19,2025-10-30,Display,58034,2538,826,299,3297.43,4816.78,46.07679313889908,11.78092986603625
CAMP02348,2025-05-31,2025-06-09,Email,102431,4911,1134,474,120.55,304.19,152.33513065118208,9.651802076970068
CAMP02349,2025-04-24,2025-05-07,Influencer,295378,17814,8571,3283,2301.61,3100.59,34.713961096797455,18.429325249803526
CAMP02350,2025-08-25,2025-09-02,Search,35568,3391,499,246,4652.81,5696.35,22.428167064634057,7.254497198466529
CAMP02351,2025-03-07,2025-03-21,Email,73633,2375,471,220,4496.78,7018.31,56.07412415105922,9.263157894736842
CAMP02352,2025-12-27,2026-01-11,Search,114582,9181,4106,1525,4038.47,5331.19,32.01014245493962,16.610391024942817
CAMP02353,2025-12-07,2025-12-17,Search,122634,8691,2900,623,791.68,1113.26,40.61994745351658,7.1683350592567034
CAMP02354,2025-09-15,2025-09-24,Email,189526,3874,1235,416,2649.27,6797.87,156.59408063353303,10.738255033557047
CAMP02355,2025-09-06,2025-09-11,Display,217576,18044,6094,2009,3623.78,6820.41,88.21258464917847,11.133894923520284
CAMP02356,2025-11-27,2025-12-06,Email,196703,3571,717,169,595.75,1112.97,86.81829626521193,4.732567908148978
CAMP02357,2025-11-19,2025-11-28,Social,121170,9269,3750,1206,820.32,1681.42,104.97123073922371,13.011112309850038
CAMP02358,2025-06-29,2025-07-12,Search,21642,1610,480,285,296.32,349.13,17.821949244060477,17.70186335403727
CAMP02359,2025-07-09,2025-07-14,Influencer,84176,6064,709,374,1683.06,5006.02,197.43562321010543,6.167546174142481
CAMP02360,2025-06-03,2025-06-12,Search,87373,3049,520,270,4398.88,11851.65,169.4242625395555,8.855362413906198
CAMP02361,2025-07-15,2025-07-26,Influencer,276134,17010,7257,3899,2586.63,4101.16,58.55224751897256,22.921810699588477
CAMP02362,2025-11-07,2025-11-22,Social,187735,14745,3509,1915,4281.03,4766.92,11.349838707040137,12.987453374025094
CAMP02363,2025-09-19,2025-09-29,Social,9170,617,252,83,509.89,1139.42,123.46388436721647,13.452188006482983
CAMP02364,2025-05-23,2025-06-02,Social,160889,13255,4842,1592,374.9,818.86,118.4209122432649,12.010562052055826
CAMP02365,2025-12-08,2025-12-19,Email,137784,9907,2185,731,4039.12,6542.89,61.98800728871636,7.378621176945593
CAMP02366,2025-11-12,2025-11-22,Search,258186,8959,1351,712,2538.98,4268.49,68.11829947459215,7.9473155486103355
CAMP02367,2025-04-11,2025-04-20,Influencer,188551,4482,1894,982,2407.55,4939.18,105.15378704492117,21.909861668897815
CAMP02368,2025-09-01,2025-09-15,Social,216911,14506,5182,1071,2430.68,6704.68,175.83556864745668,7.38315179925548
CAMP02369,2025-01-12,2025-01-21,Social,258795,20283,4468,2589,1967.25,2396.95,21.84267378319989,12.764383966868806
CAMP02370,2025-08-27,2025-09-09,Influencer,26625,607,187,58,4443.38,8974.05,101.96449549667143,9.555189456342669
CAMP02371,2025-02-18,2025-03-02,Search,149833,3855,1329,598,2652.89,4971.53,87.40053300363,15.512321660181582
CAMP02372,2025-02-11,2025-02-25,Search,268965,2981,300,136,4872.05,9416.62,93.27839410515082,4.562227440456223
CAMP02373,2025-06-15,2025-06-23,Influencer,105120,6081,2239,549,4247.98,11977.23,181.95118621085788,9.028120374938332
CAMP02374,2025-03-23,2025-03-31,Display,184718,10862,3936,1882,3714.1,7757.61,108.86917422794215,17.32645921561407
CAMP02375,2025-10-18,2025-11-01,Search,250851,13798,1835,758,3217.42,7689.15,138.9849631070858,5.493549789824613
CAMP02376,2025-06-07,2025-06-16,Influencer,41200,1583,657,291,4192.33,11844.74,182.53357917911995,18.382817435249528
CAMP02377,2025-08-04,2025-08-11,Influencer,184322,8940,3844,1455,4420.48,7094.05,60.48144092949184,16.2751677852349
CAMP02378,2025-06-07,2025-06-19,Social,165256,13048,2819,1470,752.88,1293.0,71.74051641695888,11.266094420600858
CAMP02379,2025-05-14,2025-05-25,Influencer,162667,4288,707,321,1862.73,2706.83,45.31520939696037,7.486007462686567
CAMP02380,2025-03-08,2025-03-17,Email,96568,2717,1017,281,4046.7,9322.42,130.3709195146663,10.34228928965771
CAMP02381,2025-12-02,2025-12-16,Social,109567,7672,1145,573,1184.4,1785.57,50.75734549138803,7.468717413972889
CAMP02382,2025-01-07,2025-01-14,Social,284901,25077,11114,4456,2972.37,4367.47,46.935610304235354,17.769270646409062
CAMP02383,2025-01-14,2025-01-23,Search,112136,4556,1330,285,3924.21,11668.61,197.34927539555733,6.2554872695346795
CAMP02384,2025-03-14,2025-03-21,Display,231401,21739,10085,3609,1197.3,2867.16,139.46880481082437,16.601499608997656
CAMP02385,2025-06-12,2025-06-26,Search,197421,2998,1069,385,2069.87,5441.18,162.8754462840662,12.8418945963976
CAMP02386,2025-03-07,2025-03-16,Email,174002,3596,769,400,4584.07,13466.24,193.76165721727637,11.123470522803114
CAMP02387,2025-12-13,2025-12-18,Social,97342,5003,1436,421,1844.41,5426.47,194.21169913414047,8.41495102938237
CAMP02388,2025-05-10,2025-05-20,Social,93760,7042,2195,836,3063.13,5103.81,66.62074414079716,11.871627378585629
CAMP02389,2025-07-25,2025-08-08,Influencer,139883,6067,2584,573,2225.84,4535.18,103.75139273263127,9.444536014504697
CAMP02390,2025-10-03,2025-10-11,Display,166440,9974,4435,2450,4397.47,12518.74,184.68050947476615,24.56386605173451
CAMP02391,2025-09-13,2025-09-21,Display,279277,3510,1309,494,2178.32,2289.99,5.1264277057548755,14.074074074074074
CAMP02392,2025-09-23,2025-10-05,Influencer,51986,2680,583,316,1860.22,5268.84,183.23746653621612,11.791044776119403
CAMP02393,2025-01-25,2025-01-31,Email,229179,7295,2271,1069,949.04,2577.59,171.59972182415916,14.65387251542152
CAMP02394,2025-10-08,2025-10-16,Display,60508,3417,520,170,1811.29,3506.6,93.59682877948865,4.975124378109453
CAMP02395,2025-09-10,2025-09-16,Social,268545,15394,2956,1433,3380.82,6876.06,103.3843860365237,9.308821618812523
CAMP02396,2025-11-06,2025-11-11,Email,146076,11362,2513,973,961.47,1053.12,9.5322786982433,8.563633163175497
CAMP02397,2025-10-16,2025-10-30,Search,234921,13763,1776,597,3556.33,7509.37,111.15503904305844,4.337717067499818
CAMP02398,2025-06-13,2025-06-20,Search,171373,11187,5078,2372,152.17,189.64,24.623776039955313,21.20318226512917
CAMP02399,2025-04-05,2025-04-17,Email,141973,8187,1220,621,1898.07,2899.99,52.78625129737048,7.585196042506413
CAMP02400,2025-09-27,2025-10-07,Social,263978,26169,9911,4712,2383.08,6215.28,160.80870134447858,18.006037678168827
CAMP02401,2025-11-17,2025-11-28,Search,184881,15020,4540,1748,570.99,1147.32,100.93521777964587,11.637816245006658
CAMP02402,2025-04-20,2025-04-26,Social,131545,10261,4440,1348,3452.08,8643.22,150.37716391277144,13.137121138290613
CAMP02403,2025-12-02,2025-12-12,Influencer,63171,4197,1663,871,603.51,1728.21,186.35979519809118,20.752918751489158
CAMP02404,2025-11-06,2025-11-18,Display,277498,15970,6450,2184,540.81,725.94,34.2319853553004,13.675641828428303
CAMP02405,2025-08-26,2025-09-07,Email,235651,9668,2584,1150,1902.87,2890.5,51.90212678743163,11.894911046752172
CAMP02406,2025-01-25,2025-02-02,Display,63860,5144,2230,548,3717.66,8082.09,117.3972337438066,10.653188180404355
CAMP02407,2025-05-21,2025-05-31,Influencer,276648,7487,1032,511,4822.01,13979.87,189.91789730838383,6.825163616936022
CAMP02408,2025-04-27,2025-05-06,Search,190392,2530,702,407,3902.49,9984.92,155.86023282570872,16.08695652173913
CAMP02409,2025-01-25,2025-02-07,Social,139595,10167,5061,1921,2383.42,5430.94,127.86332245261009,18.89446247664011
CAMP02410,2025-03-20,2025-04-01,Social,28982,667,319,133,1435.73,3385.95,135.83473215716043,19.940029985007495
CAMP02411,2025-03-09,2025-03-15,Influencer,268193,24497,3255,1822,1576.93,2941.37,86.52508354841368,7.437645425970526
CAMP02412,2025-06-22,2025-07-03,Email,280525,22262,7328,3796,1490.12,2693.32,80.74517488524417,17.051477854640193
CAMP02413,2025-01-12,2025-01-23,Display,243825,15654,3541,2071,1463.78,4352.79,197.3664075202558,13.229845406924747
CAMP02414,2025-10-15,2025-10-30,Search,253038,9679,3788,1160,438.57,1189.74,171.2771051371503,11.984709164169852
CAMP02415,2025-05-08,2025-05-13,Email,53390,3599,1419,550,1180.18,2976.18,152.18017590537033,15.282022784106697
CAMP02416,2025-04-06,2025-04-11,Influencer,237361,12560,1256,480,628.84,1534.01,143.94281534253545,3.821656050955414
CAMP02417,2025-04-02,2025-04-10,Influencer,279205,10108,4430,1724,136.13,290.53,113.42099463747888,17.05579738820736
CAMP02418,2025-05-21,2025-05-30,Social,76241,7247,1372,775,1499.45,2486.38,65.81946713795058,10.694080309093417
CAMP02419,2025-01-31,2025-02-08,Search,263565,6475,3149,888,1825.74,3406.3,86.57092466616277,13.714285714285715
CAMP02420,2025-11-30,2025-12-11,Email,69535,5410,2500,1394,4644.42,5191.14,11.771545209089622,25.76709796672828
CAMP02421,2025-01-20,2025-01-27,Social,56576,4639,817,350,4974.63,5863.19,17.861830930139515,7.544729467557663
CAMP02422,2025-05-26,2025-06-06,Search,33147,3170,1123,465,2939.24,5199.29,76.89232590737744,14.66876971608833
CAMP02423,2025-11-12,2025-11-24,Display,121622,7230,1580,579,4514.82,5559.6,23.14112190519225,8.008298755186722
CAMP02424,2025-06-09,2025-06-19,Display,234155,13613,1922,799,3129.31,5620.72,79.6153145581614,5.869389554102696
CAMP02425,2025-12-15,2025-12-25,Social,46929,4356,1958,1020,2538.13,3621.49,42.683392891617046,23.415977961432507
CAMP02426,2025-02-12,2025-02-24,Email,67637,5552,956,379,309.15,525.57,70.00485201358568,6.826368876080692
CAMP02427,2025-09-11,2025-09-23,Search,158084,12445,3340,1704,318.52,560.11,75.84767047595129,13.692245881880275
CAMP02428,2025-05-10,2025-05-21,Display,14525,1176,552,202,250.91,649.51,158.86174325455343,17.17687074829932
CAMP02429,2025-03-01,2025-03-11,Display,134228,7300,950,259,835.39,1980.93,137.12637211362357,3.5479452054794516
CAMP02430,2025-05-31,2025-06-10,Email,48348,663,212,77,476.82,1253.94,162.97974078268533,11.613876319758672
CAMP02431,2025-10-14,2025-10-28,Social,65447,1822,599,293,1053.93,1823.06,72.97733246041007,16.081229418221735
CAMP02432,2025-01-05,2025-01-20,Influencer,115709,7853,3182,1720,2644.13,7011.36,165.16699254575227,21.902457659493187
CAMP02433,2025-09-23,2025-10-03,Search,237312,10834,4667,2373,2565.68,7438.69,189.9305447288828,21.90326749123131
CAMP02434,2025-12-11,2025-12-23,Display,91030,5881,1585,554,1786.5,2777.78,55.48726560313463,9.420166638326815
CAMP02435,2025-05-10,2025-05-15,Influencer,202953,12106,4811,2076,3363.28,8197.64,143.7394448276682,17.14852139434991
CAMP02436,2025-09-24,2025-10-03,Email,84866,4199,1949,670,2020.43,2253.04,11.512895769712381,15.956180042867349
CAMP02437,2025-06-27,2025-07-04,Social,56826,1768,803,386,1179.18,2407.99,104.20885700232363,21.832579185520363
CAMP02438,2025-09-10,2025-09-22,Search,211355,15789,4748,1778,3491.55,4583.29,31.26806146267416,11.26100449680157
CAMP02439,2025-02-25,2025-03-12,Email,100822,9256,3173,1605,4903.0,13071.0,166.59188252090559,17.340103716508214
CAMP02440,2025-03-24,2025-04-03,Social,295172,23406,8639,1772,4072.46,7446.8,82.85753574006866,7.570708365376399
CAMP02441,2025-04-09,2025-04-15,Email,37887,788,336,112,2128.85,4701.81,120.86149799187358,14.213197969543149
CAMP02442,2025-05-29,2025-06-09,Display,70045,4091,1239,683,1940.77,4200.55,116.43729035382864,16.69518455145441
CAMP02443,2025-11-25,2025-12-06,Display,109136,9296,1345,443,289.38,349.73,20.85493123228973,4.765490533562822
CAMP02444,2025-06-05,2025-06-14,Influencer,263507,16650,4231,1514,3319.66,3984.54,20.028557141394003,9.093093093093094
CAMP02445,2025-07-09,2025-07-21,Email,264797,13123,5092,2628,1190.86,2552.08,114.30562786557614,20.02590870989865
CAMP02446,2025-09-20,2025-09-29,Display,32428,1154,403,95,3449.24,5622.13,62.99619626352473,8.232235701906413
CAMP02447,2025-03-21,2025-03-26,Social,137685,5470,2195,712,3824.83,4677.09,22.28229751387644,13.016453382084094
CAMP02448,2025-09-09,2025-09-22,Influencer,78159,2484,745,379,4411.0,7145.84,62.00045341192474,15.257648953301128
CAMP02449,2025-04-07,2025-04-15,Search,106337,2936,498,290,2786.43,3848.89,38.12979331976759,9.877384196185286
CAMP02450,2025-09-17,2025-09-23,Email,207267,13057,1907,978,4166.89,4497.42,7.9322948289971595,7.49023512292257
CAMP02451,2025-09-17,2025-09-25,Display,181095,10113,2958,795,3643.61,6411.55,75.96696682685578,7.861168792643132
CAMP02452,2025-04-13,2025-04-26,Social,34653,2638,480,256,1829.61,4320.6,136.14868742518902,9.704321455648218
CAMP02453,2025-02-09,2025-02-15,Email,82512,3111,1533,598,621.5,762.26,22.648431214802894,19.22211507553841
CAMP02454,2025-09-30,2025-10-08,Social,114122,5874,1054,540,1286.63,2792.34,117.02742824277375,9.19305413687436
CAMP02455,2025-04-11,2025-04-17,Influencer,262496,18698,6108,1806,4238.43,5523.93,30.32962677217743,9.658787036046636
CAMP02456,2025-12-25,2026-01-03,Display,20718,2003,201,67,2718.67,3090.48,13.676172540249457,3.344982526210684
CAMP02457,2025-11-04,2025-11-11,Display,79877,3306,666,373,3361.26,3981.24,18.444868888452532,11.282516636418633
CAMP02458,2025-08-09,2025-08-23,Influencer,59219,2181,444,250,4049.76,5749.09,41.961252024811344,11.462631820265932
CAMP02459,2025-11-04,2025-11-10,Social,190026,9584,3787,1189,3368.51,6505.33,93.1218847502308,12.406093489148581
CAMP02460,2025-05-04,2025-05-17,Email,31285,2351,701,163,4294.67,8112.62,88.8997291992167,6.933219906422798
CAMP02461,2025-08-19,2025-08-28,Social,115545,11154,1169,668,523.16,1021.68,95.29015979814972,5.988882911959835
CAMP02462,2025-06-27,2025-07-11,Email,263531,15360,3865,1237,4527.87,7931.74,75.17596574106588,8.053385416666666
CAMP02463,2025-03-04,2025-03-13,Influencer,136527,11348,4061,1007,4081.85,11267.38,176.0361110770851,8.87381036305957
CAMP02464,2025-04-26,2025-05-01,Search,78179,4049,1436,487,4524.74,12529.77,176.91690572275976,12.027661150901457
CAMP02465,2025-07-10,2025-07-20,Email,132185,1796,218,68,3681.2,8524.96,131.58100619363248,3.78619153674833
CAMP02466,2025-03-03,2025-03-14,Display,206228,18659,8798,2043,1444.53,2380.72,64.80931514056473,10.949139825285386
CAMP02467,2025-09-13,2025-09-18,Display,276011,9960,1980,1175,658.01,901.51,37.00551663348581,11.79718875502008
CAMP02468,2025-01-07,2025-01-20,Display,292721,6580,3004,953,735.23,1761.22,139.5468084816996,14.483282674772035
CAMP02469,2025-06-04,2025-06-16,Social,164719,16414,3042,939,2544.63,7616.28,199.30795439808534,5.720726209333496
CAMP02470,2025-04-02,2025-04-14,Social,96007,3961,1295,476,2015.59,5318.45,163.86566712476247,12.017167381974248
CAMP02471,2025-01-14,2025-01-25,Social,206707,4607,1209,442,3305.67,5472.81,65.55826806668543,9.59409594095941
CAMP02472,2025-08-17,2025-08-26,Display,149959,5704,1896,708,2566.06,3550.54,38.36543182934148,12.41234221598878
CAMP02473,2025-03-27,2025-04-03,Email,48314,2717,812,456,714.07,1881.78,163.52878569327936,16.783216783216783
CAMP02474,2025-05-13,2025-05-26,Display,184275,3301,332,74,111.0,200.3,80.45045045045046,2.2417449257800666
CAMP02475,2025-07-02,2025-07-13,Email,5059,211,50,28,728.73,1581.3,116.9939483759417,13.270142180094787
CAMP02476,2025-03-03,2025-03-18,Social,93231,6544,683,318,819.02,888.64,8.500402920563602,4.859413202933985
CAMP02477,2025-08-07,2025-08-21,Search,204372,18890,7052,3377,3627.6,9478.07,161.2766016098798,17.87718369507676
CAMP02478,2025-09-03,2025-09-17,Social,268938,12309,5433,1429,1497.88,2103.8,40.45183859855263,11.609391502152896
CAMP02479,2025-08-18,2025-08-30,Influencer,267141,16245,4124,1367,558.82,1412.15,152.70212232919366,8.414896891351185
CAMP02480,2025-03-20,2025-03-30,Email,277865,18685,5790,1278,3801.36,8821.49,132.06142012332427,6.83971099812684
CAMP02481,2025-05-29,2025-06-13,Search,195358,3197,403,185,4708.38,8592.75,82.49907611535178,5.786675007819831
CAMP02482,2025-05-18,2025-05-27,Social,272830,11131,2828,950,592.36,1224.42,106.70200553717335,8.53472284610547
CAMP02483,2025-11-10,2025-11-22,Search,239363,17134,2665,1120,4818.99,10000.66,107.5260583649271,6.536710633827478
CAMP02484,2025-03-06,2025-03-13,Display,200335,15267,1921,962,4756.3,6899.0,45.04972352458844,6.30117246348333
CAMP02485,2025-01-13,2025-01-24,Email,67722,2846,480,202,2663.28,3351.71,25.848953170526563,7.097680955727337
CAMP02486,2025-08-01,2025-08-07,Influencer,188645,2000,896,204,1549.25,4059.29,162.0164595772148,10.2
CAMP02487,2025-08-30,2025-09-06,Display,148960,1581,779,175,776.65,1848.57,138.01841241228354,11.068943706514863
CAMP02488,2025-08-01,2025-08-07,Search,280677,16400,7407,4050,4136.88,9277.87,124.27215679449249,24.695121951219512
CAMP02489,2025-06-30,2025-07-09,Social,157988,9421,4596,1401,3063.23,4768.59,55.67195411379492,14.871032799065917
CAMP02490,2025-12-04,2025-12-15,Email,66422,3986,1563,539,3291.36,5938.31,80.42116328812406,13.522328148519819
CAMP02491,2025-06-22,2025-07-07,Influencer,275288,20634,3381,971,4318.3,5590.18,29.453257068753906,4.70582533682272
CAMP02492,2025-06-09,2025-06-23,Social,246815,22932,7459,3576,2275.33,5708.41,150.88272909863625,15.593929879644167
CAMP02493,2025-06-13,2025-06-28,Influencer,96045,9519,3737,1324,1903.73,1961.08,3.012507025681158,13.90902405714886
CAMP02494,2025-07-07,2025-07-22,Email,199784,14603,4459,1705,3835.29,3857.38,0.575966876038061,11.675683078819421
CAMP02495,2025-07-10,2025-07-25,Search,265658,14945,4810,2259,1556.38,3178.0,104.19177835747053,15.115423218467717
CAMP02496,2025-11-04,2025-11-18,Influencer,168590,3825,1279,574,1706.84,2881.94,68.8465233999672,15.006535947712418
CAMP02497,2025-09-13,2025-09-18,Email,28830,1285,368,187,1967.35,2533.33,28.768648181564032,14.552529182879379
CAMP02498,2025-07-02,2025-07-16,Influencer,223957,13778,2979,1488,4296.15,10508.77,144.60901039302632,10.79982580926114
CAMP02499,2025-04-27,2025-05-10,Social,295839,29578,10494,3945,3917.67,11220.79,186.41488435728382,13.3376157955237
CAMP02500,2025-10-09,2025-10-14,Influencer,281847,6039,733,202,1527.95,2385.66,56.1346902712785,3.344924656400066
CAMP02501,2025-07-15,2025-07-20,Social,157550,12820,2158,624,803.7,1772.42,120.5325370162996,4.867394695787832
CAMP02502,2025-02-03,2025-02-17,Social,72918,7284,3424,1652,2024.69,5040.89,148.97095357807865,22.679846238330587
CAMP02503,2025-02-21,2025-03-05,Email,297272,24517,7245,2206,3160.3,7052.55,123.160775875708,8.997838234694294
CAMP02504,2025-04-22,2025-05-02,Display,58250,4604,1973,742,3413.61,6028.24,76.59427995582388,16.11642050390964
CAMP02505,2025-09-09,2025-09-19,Influencer,227191,7561,2953,718,1082.11,2284.6,111.12456219792813,9.496098399682582
CAMP02506,2025-03-23,2025-04-05,Search,112777,1161,265,65,1322.07,3238.01,144.91970924383736,5.598621877691645
CAMP02507,2025-08-20,2025-08-28,Social,111616,3386,1427,428,4657.5,13443.35,188.63875469672573,12.640283520378027
CAMP02508,2025-08-15,2025-08-27,Display,51799,4199,573,134,1986.79,5055.78,154.46977284967207,3.19123600857347
CAMP02509,2025-08-21,2025-08-29,Social,230300,4526,2036,630,1639.3,2672.3,63.01470139693773,13.919575784357049
CAMP02510,2025-08-09,2025-08-15,Display,12644,463,172,73,3508.98,8223.86,134.36611208955313,15.766738660907128
CAMP02511,2025-02-11,2025-02-26,Display,59560,3610,1699,845,2392.6,6776.91,183.24458747805733,23.407202216066484
CAMP02512,2025-01-21,2025-02-02,Search,110589,6876,3150,671,1309.33,2668.36,103.79583451078034,9.758580570098895
CAMP02513,2025-02-11,2025-02-22,Display,290306,17090,4308,1896,2105.56,2508.1,19.117954368434052,11.09420713867759
CAMP02514,2025-04-23,2025-05-01,Search,150222,14763,6536,2256,806.56,1840.85,128.234725252926,15.28144686039423
CAMP02515,2025-04-15,2025-04-28,Email,100373,1114,362,105,1469.86,3248.31,120.99451648456316,9.425493716337522
CAMP02516,2025-07-11,2025-07-24,Social,41003,2209,359,76,2150.47,2728.66,26.88668058610444,3.4404708012675416
CAMP02517,2025-01-17,2025-01-29,Search,56746,3143,1357,448,2638.17,3902.19,47.91275770704693,14.253897550111358
CAMP02518,2025-04-30,2025-05-05,Social,71923,2617,1212,625,3734.12,8752.18,134.3840047989888,23.882307986243788
CAMP02519,2025-05-09,2025-05-20,Influencer,137055,7847,1050,432,1986.22,5854.01,194.73119795390238,5.505288645342169
CAMP02520,2025-05-10,2025-05-19,Email,52114,3678,1736,885,2773.95,3738.07,34.7562140629788,24.06199021207178
CAMP02521,2025-03-01,2025-03-12,Influencer,102687,7244,2466,899,4759.93,10605.93,122.81693218177578,12.410270568746549
CAMP02522,2025-02-17,2025-03-02,Influencer,56274,1007,111,59,4109.75,8004.56,94.76999817507149,5.858987090367428
CAMP02523,2025-01-29,2025-02-04,Display,223411,18369,5817,1513,1261.34,2118.24,67.93568744351245,8.23670314116174
CAMP02524,2025-04-07,2025-04-22,Display,286522,26865,11248,5939,1146.07,3241.55,182.8404896734057,22.106830448538993
CAMP02525,2025-01-10,2025-01-18,Influencer,257816,5446,1706,666,3347.21,9621.52,187.44895002106233,12.229159015791407
CAMP02526,2025-08-30,2025-09-07,Display,274692,13047,4995,2489,3017.12,4002.62,32.66359972424034,19.077182494059937
CAMP02527,2025-11-10,2025-11-16,Social,44621,2501,1130,334,2779.68,6706.35,141.26338283543433,13.3546581367453
CAMP02528,2025-08-20,2025-08-27,Display,253660,5614,2514,991,855.44,2179.74,154.80922098569155,17.652297826861417
CAMP02529,2025-10-04,2025-10-19,Influencer,202383,11192,1919,946,1876.83,5342.44,184.6523126761614,8.452466047176554
CAMP02530,2025-10-11,2025-10-23,Display,262870,7522,2037,801,3820.92,4379.82,14.627367230928668,10.648763626695027
CAMP02531,2025-07-22,2025-08-04,Display,91901,8655,1250,479,3645.58,10440.34,186.3835109913923,5.534373194685153
CAMP02532,2025-09-04,2025-09-14,Search,232315,11699,3954,2072,909.35,1357.4,49.27145763457415,17.710915462860076
CAMP02533,2025-10-17,2025-10-31,Search,120423,11987,5776,1530,2191.61,5953.34,171.64230862242823,12.763827479769752
CAMP02534,2025-09-21,2025-09-27,Influencer,257537,3653,631,246,2269.3,6028.18,165.64050588287137,6.734191075828086
CAMP02535,2025-08-02,2025-08-08,Social,94673,2033,531,280,2592.05,6706.2,158.7218610752107,13.772749631087065
CAMP02536,2025-07-19,2025-07-30,Email,285014,14219,6848,3684,2359.68,3746.03,58.75161038784922,25.908995006681202
CAMP02537,2025-03-20,2025-04-01,Email,50738,4500,1800,445,2558.41,6445.8,151.9455443029069,9.88888888888889
CAMP02538,2025-12-09,2025-12-21,Influencer,72537,4350,558,301,4084.41,6223.15,52.36349925693062,6.919540229885057
CAMP02539,2025-12-10,2025-12-20,Social,246015,18675,5067,1038,2008.39,3252.63,61.952110894796334,5.5582329317269075
CAMP02540,2025-06-22,2025-07-06,Social,229471,11042,5467,2964,2804.92,7389.05,163.43175562939408,26.84296323129868
CAMP02541,2025-03-10,2025-03-22,Social,146118,1993,560,171,3073.16,6664.6,116.86472555935912,8.580030105368792
CAMP02542,2025-03-28,2025-04-02,Search,159724,10909,3837,1654,4717.29,7560.59,60.27401325761189,15.161793014941791
CAMP02543,2025-04-11,2025-04-24,Influencer,281030,18845,7168,1461,3308.21,7936.84,139.9134275030908,7.752719554258423
CAMP02544,2025-01-08,2025-01-13,Email,175020,2875,1051,517,740.35,2010.22,171.52292834470182,17.982608695652175
CAMP02545,2025-11-29,2025-12-06,Social,209402,5314,1633,608,2954.04,6248.33,111.51812433142408,11.441475348136997
CAMP02546,2025-07-19,2025-08-01,Influencer,116705,6168,944,508,3343.4,4805.76,43.73870909852246,8.236057068741893
CAMP02547,2025-03-28,2025-04-12,Email,120431,6045,2317,978,146.56,316.5,115.95251091703057,16.17866004962779
CAMP02548,2025-02-12,2025-02-21,Search,273306,21240,10053,5366,469.0,1018.28,117.11727078891256,25.263653483992464
CAMP02549,2025-04-19,2025-05-02,Display,87293,3916,1866,829,193.09,436.73,126.17950178673158,21.169560776302347
CAMP02550,2025-06-01,2025-06-14,Email,141977,9895,3338,1663,336.44,861.81,156.15562953275472,16.806467913087417
CAMP02551,2025-01-17,2025-01-27,Email,131614,9660,2867,1431,539.36,1597.39,196.16397211509943,14.813664596273293
CAMP02552,2025-05-13,2025-05-28,Email,115580,7865,1837,548,4793.3,5847.14,21.98568835666451,6.967577876668786
CAMP02553,2025-05-28,2025-06-02,Display,43457,2766,391,168,1112.93,1539.47,38.32586056625304,6.073752711496746
CAMP02554,2025-10-04,2025-10-18,Social,89940,7421,3363,1848,1102.33,2899.04,162.99202598133047,24.902304271661503
